1.3889161458333338e+10,88541.66666666669,146875.00000000006,5208.333333333334,-6944346006.944445,-5208.333333333334,136284.72222222225,36458.33333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-336111.1111111113,-62500.00000000002,-87847.22222222225,-20833.333333333343,-184722.22222222225,-20833.333333333347,1.3888843402777779e+10,-20833.33333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006944444444444449,-0.006944444444444447,-0.003472222222222221,-0.003472222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013888888888888892,-0.006944444444444442,1.734723475976807e-18,0.020833333333333336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88541.66666666669,225694.4444444445,-5208.33333333334,93750,5208.333333333334,109375,36458.33333333335,112847.22222222223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20833.33333333334,-111111.11111111115,-20833.33333333334,-128472.22222222225,-20833.333333333343,-97222.22222222225,-62500.00000000002,-204861.11111111118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005555555555555558,-0.0027777777777777788,-0.005555555555555557,-0.0027777777777777783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016666666666666666,1.734723475976807e-18,-0.005555555555555553,0.011111111111111112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146875.00000000006,-5208.33333333334,1.3889161458333338e+10,-88541.6666666667,136284.72222222222,-36458.333333333336,-6944346006.944445,5208.333333333339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-336111.1111111113,62500.00000000002,1.3888843402777779e+10,20833.333333333336,-184722.22222222225,20833.333333333347,-87847.22222222225,20833.333333333343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0069444444444444475,-0.006944444444444448,0.003472222222222223,0.0034722222222222216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013888888888888892,-0.020833333333333336,-4.7704895589362195e-18,0.006944444444444441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5208.333333333334,93750,-88541.6666666667,225694.44444444455,-36458.333333333336,112847.22222222222,-5208.333333333327,109375.00000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20833.33333333335,-111111.11111111115,62500.000000000015,-204861.11111111118,20833.333333333343,-97222.22222222223,20833.333333333336,-128472.22222222223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00277777777777778,0.005555555555555558,-0.0027777777777777788,-0.005555555555555557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016666666666666666,0.011111111111111113,-0.005555555555555552,1.734723475976807e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-6944346006.944445,5208.333333333332,136284.72222222222,-36458.333333333336,2.7778322916666676e+10,0,293750.0000000001,7.275957614183426e-12,-6944346006.944444,-5208.33333333335,136284.72222222225,36458.33333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-184722.22222222225,20833.33333333334,-87847.22222222225,20833.33333333333,-672222.2222222225,-1.4551915228366852e-11,1.3888843402777775e+10,20833.333333333343,-87847.22222222222,-20833.33333333335,-184722.22222222225,-20833.33333333331,1.3888843402777794e+10,-20833.333333333314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0034722222222222194,-0.003472222222222222,0.013888888888888895,-0.01388888888888889,-0.0034722222222222194,-0.003472222222222221,0,0,0,0,0,0,0,0,0,0,0,0,-4.336808689942018e-19,-0.006944444444444442,0.02777777777777777,0.02083333333333333,-0.0069444444444444475,-8.673617379884035e-19,0.02083333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5208.333333333335,109375,-36458.333333333336,112847.22222222222,0,451388.888888889,-9.094947017729282e-13,187500,5208.333333333327,109375.00000000001,36458.33333333334,112847.22222222225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20833.333333333336,-97222.22222222223,20833.333333333332,-128472.22222222223,-7.275957614183426e-12,-222222.22222222225,62500.000000000044,-204861.11111111118,-20833.333333333347,-128472.22222222223,-20833.33333333332,-97222.22222222222,-62500.00000000001,-204861.11111111115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005555555555555555,0.002777777777777778,0,-8.673617379884035e-19,-0.005555555555555557,-0.0027777777777777783,0,0,0,0,0,0,0,0,0,0,0,0,0.005555555555555555,6.505213034913027e-19,3.469446951953614e-18,-0.011111111111111112,1.734723475976807e-18,-0.005555555555555553,0.011111111111111112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136284.72222222225,36458.33333333335,-6944346006.944445,-5208.333333333327,293750.0000000001,5.4569682106375694e-12,2.7778322916666676e+10,5.820766091346741e-11,136284.72222222228,-36458.333333333336,-6944346006.944444,5208.333333333361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-184722.22222222228,-20833.333333333358,1.3888843402777775e+10,-20833.333333333376,-672222.2222222225,7.275957614183426e-12,-87847.22222222225,-20833.333333333343,1.3888843402777794e+10,20833.333333333292,-184722.22222222228,20833.333333333336,-87847.22222222225,20833.33333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003472222222222223,0.003472222222222222,0.013888888888888897,-0.013888888888888895,0.003472222222222225,0.003472222222222222,0,0,0,0,0,0,0,0,0,0,0,0,-1.734723475976807e-18,-0.020833333333333336,-0.02777777777777779,0.00694444444444444,-0.02083333333333334,-4.7704895589362195e-18,0.0069444444444444415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36458.33333333334,112847.22222222225,5208.333333333339,109375.00000000003,1.4551915228366852e-11,187500,5.820766091346741e-11,451388.888888889,-36458.333333333336,112847.22222222225,-5208.333333333307,109375.00000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20833.333333333354,-97222.22222222228,-62500.00000000005,-204861.11111111124,3.637978807091713e-12,-222222.22222222236,-20833.333333333343,-128472.22222222225,62499.99999999996,-204861.11111111107,20833.333333333336,-97222.22222222223,20833.33333333333,-128472.22222222223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027777777777777775,0.005555555555555556,-4.336808689942018e-19,0,-0.0027777777777777783,-0.005555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0.005555555555555552,-0.011111111111111115,-3.469446951953614e-18,-8.673617379884035e-19,0.011111111111111113,-0.005555555555555553,1.734723475976807e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-6944346006.944444,5208.333333333323,136284.72222222228,-36458.333333333336,2.7778322916666664e+10,-5.820766091346741e-11,293750.0000000002,3.637978807091713e-12,-6944346006.944445,-5208.333333333362,136284.7222222223,36458.33333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-184722.2222222223,20833.333333333347,0,0,-87847.2222222223,20833.333333333325,-672222.2222222227,-7.275957614183426e-12,1.388884340277776e+10,20833.33333333338,-87847.22222222228,-20833.333333333347,-184722.22222222225,-20833.333333333314,1.3888843402777779e+10,-20833.333333333303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.003472222222222223,-0.0034722222222222238,0.013888888888888899,-0.013888888888888895,-0.00347222222222222,-0.0034722222222222246,0,0,0,0,0,0,0,0,0,0,0,0,4.336808689942018e-19,0,-0.0069444444444444415,0.027777777777777787,0.02083333333333334,-0.0069444444444444475,0,0.02083333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-5208.33333333335,109375.00000000001,-36458.333333333336,112847.22222222225,-4.3655745685100555e-11,451388.888888889,7.275957614183426e-12,187500.00000000006,5208.333333333309,109375.00000000004,36458.33333333336,112847.22222222228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20833.333333333343,-97222.22222222225,0,0,20833.333333333318,-128472.22222222225,-1.4551915228366852e-11,-222222.2222222224,62500.000000000065,-204861.11111111118,-20833.333333333358,-128472.22222222226,-20833.33333333332,-97222.22222222219,-62499.99999999998,-204861.1111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005555555555555556,0.0027777777777777783,8.673617379884035e-19,0,-0.005555555555555555,-0.0027777777777777783,0,0,0,0,0,0,0,0,0,0,0,0,0.005555555555555554,0,-4.336808689942018e-19,3.469446951953614e-18,-0.011111111111111112,1.734723475976807e-18,-0.005555555555555553,0.011111111111111112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
